carat,cut,color,price
0.23,Very Good,E,505
0.23,Very Good,E,505
0.23,Very Good,E,505
0.23,Very Good,E,505
0.23,Very Good,E,505
0.4,Ideal,D,1263
0.4,Premium,F,1263
0.4,Ideal,D,1263
0.54,Good,D,1263
0.53,Ideal,I,1263
0.55,Premium,F,1263
0.55,Good,H,1263
0.55,Ideal,F,1263
0.55,Ideal,F,1263
0.55,Ideal,F,1263
0.51,Ideal,D,1264
0.51,Ideal,D,1264
0.51,Very Good,D,1264
0.51,Ideal,D,1264
0.51,Ideal,D,1264
0.51,Premium,D,1264
0.43,Ideal,G,1264
0.43,Premium,G,1264
0.43,Premium,G,1264
0.43,Ideal,G,1264
0.43,Premium,G,1264
0.43,Premium,G,1264
0.43,Premium,G,1264
0.43,Ideal,G,1264
0.43,Premium,G,1264
0.43,Ideal,G,1264
0.43,Ideal,D,1264
0.43,Ideal,D,1264
0.43,Ideal,D,1264
0.43,Ideal,D,1264
0.59,Premium,H,1265
0.51,Very Good,F,1265
0.59,Very Good,F,1265
0.58,Very Good,E,1265
0.51,Very Good,E,1265
0.59,Premium,H,1265
0.59,Ideal,F,1265
0.51,Ideal,E,1265
0.51,Premium,E,1265
0.59,Premium,H,1265
0.51,Premium,E,1265
0.58,Very Good,J,1266
0.51,Good,E,1266
0.35,Ideal,D,1266
0.54,Ideal,I,1266
0.5,Ideal,I,1266
0.54,Ideal,E,1266
0.52,Ideal,G,1266
0.53,Premium,F,1266
0.57,Very Good,I,1267
0.46,Very Good,E,1267
0.52,Very Good,F,1267
0.52,Very Good,F,1267
0.52,Very Good,G,1267
0.52,Very Good,G,1267
0.53,Very Good,G,1267
0.38,Ideal,E,1267
0.38,Ideal,E,1267
0.38,Ideal,E,1267
0.38,Premium,E,1267
0.46,Good,E,1267
0.53,Good,F,1268
0.53,Ideal,F,1268
0.53,Good,G,1268
0.53,Good,F,1268
0.53,Premium,G,1268
0.53,Very Good,F,1268
0.51,Ideal,I,1268
0.54,Ideal,H,1268
0.53,Ideal,H,1268
0.53,Ideal,H,1268
0.53,Ideal,H,1268
0.48,Good,F,1268
0.51,Good,D,1268
0.51,Good,D,1268
0.51,Ideal,E,1268
0.51,Very Good,H,1268
0.55,Premium,E,1269
0.41,Ideal,H,1269
0.41,Ideal,G,1269
0.42,Good,E,1269
0.55,Premium,H,1270
0.57,Very Good,J,1270
0.55,Very Good,H,1270
0.38,Ideal,D,1270
0.47,Ideal,D,1270
0.61,Ideal,F,1270
0.56,Ideal,H,1270
0.55,Ideal,H,1270
0.56,Ideal,H,1270
0.48,Premium,H,1270
0.51,Very Good,F,1271
0.55,Very Good,F,1271
0.62,Ideal,I,1271
0.39,Very Good,G,1271
0.39,Premium,G,1271
0.62,Premium,E,1271
0.5,Fair,G,1271
0.5,Ideal,D,1272
0.5,Premium,D,1272
0.5,Very Good,F,1272
0.55,Good,D,1272
0.55,Good,D,1272
0.55,Ideal,D,1272
0.6,Premium,F,1272
0.34,Ideal,D,1272
0.34,Ideal,D,1272
0.46,Very Good,F,1273
0.52,Very Good,F,1273
0.57,Very Good,G,1273
0.53,Ideal,G,1273
0.53,Premium,G,1273
0.53,Premium,G,1273
0.55,Ideal,E,1273
0.55,Premium,E,1273
0.42,Ideal,H,1273
0.42,Ideal,H,1273
0.42,Ideal,E,1273
0.42,Ideal,E,1273
0.42,Ideal,E,1273
0.55,Ideal,E,1273
0.7,Fair,E,1273
0.64,Premium,H,1274
0.45,Very Good,H,1274
0.51,Ideal,I,1274
0.44,Premium,E,1274
0.44,Ideal,E,1274
0.44,Ideal,E,1274
0.44,Very Good,E,1274
0.44,Ideal,E,1274
0.51,Premium,F,1274
0.51,Ideal,F,1274
0.51,Good,F,1274
0.51,Good,F,1274
0.85,Fair,H,1274
0.52,Very Good,E,1276
0.41,Ideal,G,1276
0.58,Ideal,G,1276
0.65,Ideal,J,1276
0.34,Ideal,F,1276
0.34,Ideal,F,1276
0.34,Ideal,F,1276
0.34,Ideal,F,1276
0.51,Ideal,I,1277
0.54,Very Good,E,1278
0.4,Ideal,E,1278
0.52,Very Good,E,1279
0.5,Good,E,1279
0.5,Very Good,E,1279
0.5,Fair,F,1279
0.5,Good,F,1279
0.4,Ideal,D,1279
0.58,Ideal,I,1279
0.5,Ideal,H,1279
0.56,Ideal,F,1279
0.5,Premium,D,1279
0.41,Ideal,E,1279
0.48,Ideal,F,1279
0.48,Premium,F,1279
0.58,Ideal,F,1279
0.53,Ideal,I,1279
0.53,Ideal,F,1279
0.5,Premium,D,1279
0.5,Premium,D,1279
0.5,Premium,D,1279
0.57,Good,F,1280
0.43,Ideal,G,1280
0.56,Ideal,J,1280
0.5,Good,I,1280
0.52,Premium,F,1280
0.55,Premium,G,1280
0.5,Fair,G,1280
0.52,Premium,G,1280
0.5,Very Good,E,1281
0.55,Ideal,I,1281
0.51,Ideal,G,1281
0.51,Premium,G,1281
0.52,Very Good,I,1282
0.5,Premium,F,1282
0.5,Ideal,F,1282
0.5,Ideal,F,1282
0.5,Ideal,I,1282
0.53,Good,E,1282
0.53,Good,H,1282
0.45,Premium,E,1282
0.59,Very Good,H,1283
0.53,Very Good,F,1284
0.51,Very Good,E,1284
0.51,Very Good,E,1284
0.51,Very Good,E,1284
0.38,Very Good,F,1284
0.51,Ideal,G,1284
0.53,Ideal,G,1284
0.53,Ideal,F,1284
0.51,Ideal,E,1284
0.52,Premium,D,1284
0.5,Ideal,F,1286
0.41,Premium,D,1286
0.59,Very Good,E,1286
0.43,Very Good,G,1286
0.53,Premium,I,1286
0.53,Very Good,I,1286
0.5,Ideal,F,1286
0.56,Premium,F,1286
0.51,Ideal,F,1286
0.59,Ideal,E,1286
0.5,Ideal,F,1286
0.43,Ideal,G,1286
0.5,Good,G,1286
0.5,Premium,G,1286
0.5,Premium,G,1286
0.5,Premium,G,1286
0.56,Very Good,H,1286
0.56,Premium,H,1286
0.5,Good,G,1286
0.5,Ideal,G,1286
0.5,Very Good,G,1286
0.5,Good,G,1286
0.5,Premium,G,1286
0.5,Premium,F,1286
0.5,Premium,F,1286
0.53,Fair,E,1286
0.5,Premium,F,1286
0.5,Premium,E,1286
0.6,Premium,G,1286
0.59,Very Good,J,1287
0.58,Good,G,1287
0.58,Good,E,1287
0.56,Ideal,G,1287
0.56,Premium,G,1287
0.54,Ideal,G,1287
0.51,Ideal,G,1287
0.4,Good,F,1287
0.52,Very Good,I,1289
0.5,Very Good,E,1289
0.52,Good,H,1289
0.52,Very Good,D,1289
0.52,Very Good,H,1289
0.52,Good,H,1289
0.52,Very Good,D,1289
0.52,Ideal,D,1289
0.52,Very Good,D,1289
0.52,Good,H,1289
0.38,Ideal,D,1289
0.38,Ideal,D,1289
0.42,Ideal,G,1289
0.42,Ideal,G,1289
0.42,Ideal,G,1289
0.42,Ideal,G,1289
0.42,Ideal,G,1289
0.42,Ideal,G,1289
0.33,Ideal,E,1289
0.39,Ideal,D,1290
0.39,Premium,F,1290
0.52,Ideal,E,1290
0.39,Premium,F,1290
0.39,Premium,D,1290
0.39,Premium,D,1290
0.39,Premium,D,1290
0.39,Premium,F,1290
0.62,Premium,E,1291
0.43,Very Good,E,1291
0.53,Very Good,F,1291
0.46,Ideal,D,1291
0.4,Ideal,E,1291
0.54,Ideal,H,1291
0.64,Very Good,H,1292
0.54,Good,F,1292
0.54,Good,G,1292
0.54,Very Good,G,1292
0.54,Ideal,G,1292
0.59,Ideal,H,1292
0.52,Ideal,D,1292
0.52,Ideal,D,1292
0.52,Ideal,D,1292
0.57,Ideal,H,1292
0.57,Ideal,H,1292
0.57,Ideal,H,1292
0.57,Ideal,H,1292
0.4,Ideal,F,1292
0.37,Ideal,D,1292
0.5,Very Good,E,1293
0.5,Very Good,E,1293
0.47,Good,E,1293
0.5,Good,E,1293
0.52,Good,D,1293
0.56,Fair,H,1293
0.46,Premium,E,1294
0.59,Good,I,1294
0.47,Good,E,1294
0.49,Good,F,1294
0.49,Good,F,1294
0.32,Premium,F,1294
0.44,Premium,G,1294
0.44,Ideal,G,1294
0.44,Ideal,G,1294
0.44,Ideal,D,1294
0.44,Ideal,D,1294
0.48,Premium,F,1294
0.48,Premium,F,1294
0.23,Very Good,E,505
0.23,Very Good,E,505
0.23,Very Good,E,505
0.23,Very Good,E,505
0.23,Very Good,E,505
0.23,Very Good,E,505
0.23,Very Good,D,505
0.23,Very Good,F,505
0.32,Very Good,G,505
0.23,Ideal,F,505
0.36,Ideal,G,505
0.36,Ideal,G,505
0.36,Ideal,G,505
0.36,Ideal,G,505
0.36,Ideal,I,505
0.36,Ideal,I,505
0.23,Good,F,505
0.25,Good,E,505
0.23,Good,E,505
0.32,Premium,H,505
0.32,Premium,H,505
0.32,Ideal,I,505
0.36,Very Good,H,505
0.32,Very Good,I,505
0.36,Good,E,505
0.32,Very Good,H,505
0.36,Ideal,H,505
0.32,Ideal,H,505
0.32,Premium,H,505
0.32,Very Good,H,505
0.51,Premium,E,1294
0.44,Ideal,D,1294
0.44,Ideal,D,1294
0.44,Ideal,D,1294
0.5,Very Good,F,1295
0.55,Very Good,D,1295
0.41,Premium,D,1295
0.41,Ideal,F,1295
0.41,Ideal,F,1295
0.41,Ideal,F,1295
0.41,Ideal,F,1295
0.41,Ideal,F,1295
0.41,Premium,F,1295
0.41,Premium,F,1295
0.41,Ideal,F,1295
0.41,Premium,D,1295
0.41,Ideal,F,1295
0.41,Very Good,F,1295
0.41,Ideal,F,1295
0.41,Ideal,D,1295
0.41,Ideal,D,1295
0.41,Ideal,F,1295
0.41,Very Good,D,1295
0.41,Ideal,D,1295
0.41,Ideal,F,1295
0.41,Very Good,F,1295
0.41,Ideal,F,1295
0.58,Good,G,1295
0.41,Ideal,F,1295
0.6,Ideal,I,1295
0.56,Ideal,E,1296
0.45,Premium,D,1297
0.45,Ideal,G,1297
0.45,Ideal,G,1297
0.62,Ideal,J,1297
0.55,Ideal,I,1297
0.56,Premium,E,1297
0.46,Ideal,D,1298
0.52,Very Good,F,1298
0.73,Very Good,G,1298
0.43,Ideal,H,1298
0.41,Good,E,1298
0.42,Ideal,I,1299
0.57,Ideal,F,1299
0.5,Good,E,1299
0.42,Ideal,H,1299
0.52,Ideal,E,1299
0.46,Ideal,H,1299
0.39,Premium,E,1300
0.39,Premium,G,1300
0.39,Ideal,E,1300
0.39,Ideal,E,1300
0.59,Ideal,I,1300
0.32,Ideal,E,1300
0.38,Ideal,E,1300
0.51,Very Good,I,1301
0.51,Ideal,I,1301
0.59,Very Good,F,1301
0.5,Very Good,H,1302
0.46,Premium,E,1302
0.61,Premium,F,1303
0.61,Good,I,1303
0.61,Ideal,F,1303
0.53,Ideal,E,1303
0.52,Premium,E,1303
0.35,Ideal,D,1303
0.51,Very Good,E,1304
0.51,Very Good,E,1304
0.51,Good,E,1304
0.56,Premium,G,1304
0.51,Fair,D,1304
0.54,Ideal,I,1304
0.57,Ideal,H,1304
0.5,Ideal,F,1304
0.41,Ideal,F,1304
0.43,Ideal,H,1304
0.43,Ideal,E,1304
0.43,Premium,E,1304
0.51,Very Good,E,1305
0.59,Ideal,E,1305
0.71,Premium,J,1305
0.6,Fair,G,1305
0.5,Ideal,F,1305
0.5,Very Good,D,1306
0.46,Ideal,G,1306
0.5,Ideal,H,1306
0.61,Ideal,G,1306
0.6,Good,J,1306
0.6,Good,F,1306
0.52,Premium,G,1306
0.53,Very Good,D,1307
0.42,Ideal,E,1307
0.54,Ideal,F,1307
0.46,Good,F,1307
0.58,Premium,G,1307
0.53,Premium,E,1307
0.61,Premium,D,1308
0.51,Very Good,F,1308
0.51,Premium,F,1308
0.51,Good,F,1308
0.43,Ideal,E,1308
0.57,Ideal,F,1308
0.53,Ideal,G,1308
0.53,Ideal,G,1308
0.61,Premium,I,1308
0.57,Very Good,H,1309
0.57,Premium,H,1309
0.52,Very Good,I,1310
0.42,Ideal,H,1310
0.42,Ideal,G,1310
0.31,Ideal,D,1310
0.54,Good,D,1310
0.48,Very Good,F,1311
0.45,Very Good,D,1311
0.52,Very Good,G,1311
0.52,Very Good,G,1311
0.66,Very Good,F,1311
0.54,Very Good,F,1311
0.33,Ideal,E,1312
0.35,Ideal,F,1312
0.51,Premium,G,1312
0.51,Premium,G,1312
0.51,Good,G,1312
0.51,Ideal,G,1312
0.51,Good,F,1312
0.51,Very Good,F,1312
0.51,Good,F,1312
0.51,Ideal,H,1312
0.41,Very Good,F,1313
0.55,Ideal,F,1313
0.57,Ideal,G,1313
0.54,Very Good,F,1314
0.53,Ideal,H,1314
0.46,Premium,G,1314
0.53,Ideal,D,1314
0.53,Ideal,D,1314
0.53,Ideal,D,1314
0.53,Very Good,D,1314
0.53,Ideal,H,1314
0.43,Ideal,D,1314
0.55,Ideal,H,1314
0.54,Ideal,G,1314
0.5,Premium,E,1314
0.55,Premium,I,1314
0.51,Very Good,E,1315
0.57,Very Good,E,1315
0.42,Good,D,1315
0.53,Ideal,E,1315
0.53,Good,I,1315
0.51,Ideal,I,1316
0.5,Good,E,1316
0.5,Good,E,1316
0.5,Ideal,E,1316
0.5,Ideal,E,1316
0.5,Good,E,1316
0.55,Very Good,F,1316
0.5,Premium,E,1316
0.5,Good,G,1316
0.5,Premium,E,1316
0.5,Good,E,1316
0.5,Very Good,E,1316
0.55,Ideal,F,1316
0.5,Very Good,E,1316
0.5,Good,E,1316
0.5,Very Good,E,1316
0.55,Premium,G,1316
0.5,Premium,E,1316
0.52,Ideal,I,1316
0.55,Very Good,G,1316
0.66,Ideal,J,1316
0.53,Ideal,D,1316
0.54,Very Good,I,1317
0.5,Very Good,I,1317
0.5,Ideal,F,1317
0.5,Ideal,E,1317
0.51,Very Good,E,1318
0.51,Very Good,E,1318
0.5,Very Good,D,1318
0.43,Ideal,G,1318
0.43,Ideal,G,1318
0.43,Ideal,G,1318
0.43,Ideal,G,1318
0.59,Good,F,1318
0.38,Good,E,1318
0.53,Premium,D,1318
0.53,Good,D,1318
0.47,Ideal,D,1319
0.55,Ideal,H,1319
0.52,Ideal,G,1319
0.31,Ideal,E,1319
0.44,Ideal,F,1319
0.59,Premium,F,1319
0.52,Very Good,H,1320
0.47,Very Good,E,1320
0.48,Very Good,E,1320
0.51,Very Good,F,1320
0.53,Very Good,F,1320
0.54,Very Good,E,1320
0.52,Ideal,D,1320
0.55,Ideal,I,1320
0.57,Premium,E,1320
0.57,Premium,E,1320
0.46,Very Good,D,1321
0.55,Premium,G,1321
0.55,Premium,G,1321
0.51,Ideal,G,1321
0.53,Very Good,F,1322
0.53,Very Good,F,1322
0.5,Ideal,I,1322
0.41,Ideal,F,1322
0.56,Ideal,G,1322
0.51,Ideal,F,1322
0.54,Good,E,1323
0.52,Very Good,D,1323
0.48,Premium,E,1323
0.41,Ideal,F,1323
0.41,Ideal,F,1323
0.5,Fair,F,1323
0.5,Fair,D,1323
0.5,Fair,D,1323
0.5,Fair,D,1323
0.45,Premium,G,1323
0.45,Premium,G,1323
0.4,Premium,F,1323
0.4,Premium,F,1323
0.4,Premium,F,1323
0.4,Ideal,F,1323
0.4,Ideal,F,1323
0.4,Premium,F,1323
0.4,Ideal,F,1323
0.4,Ideal,F,1323
0.4,Ideal,F,1323
0.4,Premium,D,1323
0.4,Ideal,D,1323
0.4,Premium,D,1323
0.4,Premium,D,1323
0.4,Ideal,D,1323
0.4,Ideal,D,1323
0.4,Ideal,D,1323
0.4,Premium,D,1323
0.5,Premium,F,1323
0.5,Good,F,1323
0.6,Premium,F,1323
0.53,Premium,F,1324
0.58,Ideal,J,1324
0.58,Ideal,J,1324
0.85,Fair,H,1324
0.85,Fair,H,1324
0.59,Very Good,E,1325
0.52,Ideal,G,1325
0.52,Very Good,F,1326
0.53,Very Good,E,1326
0.46,Ideal,D,1326
0.46,Very Good,D,1326
0.42,Premium,F,1326
0.42,Ideal,F,1326
0.42,Ideal,D,1326
0.42,Ideal,F,1326
0.42,Ideal,D,1326
0.42,Ideal,D,1326
0.42,Ideal,D,1326
0.42,Ideal,D,1326
0.57,Ideal,I,1326
0.45,Very Good,G,1327
0.55,Very Good,H,1327
0.42,Ideal,E,1327
0.62,Ideal,G,1327
0.54,Ideal,F,1327
0.38,Ideal,E,1327
0.38,Ideal,E,1327
0.38,Ideal,E,1327
0.38,Premium,E,1327
0.55,Ideal,I,1327
0.5,Fair,G,1327
0.59,Good,E,1327
0.51,Very Good,H,1328
0.53,Good,E,1328
0.62,Premium,F,1329
0.43,Ideal,H,1329
0.51,Ideal,G,1329
0.53,Ideal,G,1329
0.59,Ideal,J,1330
0.51,Very Good,E,1330
0.52,Ideal,E,1330
0.45,Ideal,D,1330
0.52,Very Good,E,1330
0.35,Ideal,D,1330
0.35,Ideal,D,1330
0.58,Ideal,G,1330
0.54,Premium,F,1330
0.65,Very Good,H,1331
0.5,Very Good,E,1331
0.5,Very Good,E,1331
0.5,Very Good,E,1331
0.31,Very Good,D,1331
0.5,Ideal,E,1331
0.5,Ideal,E,1331
0.5,Ideal,E,1331
0.5,Ideal,E,1331
0.5,Good,E,1331
0.32,Premium,H,505
0.32,Ideal,I,505
0.32,Good,I,505
0.36,Ideal,I,505
0.32,Very Good,I,505
0.32,Premium,H,505
0.32,Very Good,I,505
0.36,Premium,E,505
0.32,Very Good,H,505
0.32,Premium,I,505
0.32,Ideal,H,505
0.32,Very Good,H,505
0.36,Premium,I,505
0.32,Premium,I,505
0.32,Good,H,505
0.36,Very Good,E,505
0.32,Ideal,H,505
0.32,Premium,I,505
0.32,Premium,H,505
0.32,Ideal,H,505
0.32,Ideal,I,505
0.32,Very Good,H,505
0.3,Very Good,G,505
0.32,Premium,H,505
0.32,Very Good,H,505
0.36,Ideal,H,505
0.32,Premium,H,505
0.32,Very Good,H,505
0.32,Ideal,H,505
0.32,Ideal,H,505
0.51,Ideal,H,1331
0.53,Good,E,1332
0.58,Premium,H,1332
0.58,Premium,H,1332
0.58,Premium,H,1332
0.58,Very Good,H,1332
0.58,Ideal,F,1332
0.5,Ideal,D,1332
0.5,Ideal,D,1332
0.5,Ideal,D,1332
0.5,Ideal,H,1332
0.5,Ideal,F,1332
0.5,Premium,F,1332
0.5,Fair,H,1332
0.5,Premium,H,1332
0.4,Ideal,E,1333
0.4,Ideal,E,1333
0.4,Very Good,E,1333
0.4,Ideal,E,1333
0.5,Good,F,1333
0.4,Premium,G,1333
0.4,Ideal,G,1333
0.4,Very Good,E,1333
0.4,Premium,G,1333
0.4,Premium,E,1333
0.38,Ideal,F,1333
0.4,Ideal,E,1333
0.5,Very Good,F,1333
0.5,Good,D,1333
0.4,Ideal,E,1333
0.4,Ideal,G,1333
0.57,Ideal,D,1333
0.39,Ideal,E,1333
0.39,Ideal,E,1333
0.62,Good,E,1333
0.56,Ideal,F,1334
0.44,Ideal,E,1334
0.44,Premium,E,1334
0.44,Ideal,E,1334
0.44,Ideal,E,1334
0.44,Ideal,E,1334
0.51,Fair,F,1334
0.85,Fair,J,1334
0.89,Fair,H,1334
0.53,Premium,G,1335
0.53,Ideal,F,1335
0.49,Very Good,D,1336
0.53,Very Good,G,1336
0.41,Ideal,G,1336
0.58,Good,E,1336
0.58,Very Good,G,1336
0.44,Very Good,E,1337
0.5,Very Good,H,1337
0.5,Very Good,H,1337
0.5,Very Good,H,1337
0.5,Very Good,E,1337
0.5,Very Good,D,1337
0.45,Ideal,E,1337
0.52,Ideal,F,1337
0.5,Ideal,E,1337
0.5,Ideal,E,1337
0.5,Ideal,E,1337
0.54,Good,H,1338
0.54,Ideal,H,1338
0.54,Very Good,H,1338
0.46,Ideal,H,1338
0.6,Ideal,D,1338
0.52,Premium,F,1338
0.52,Very Good,G,1338
0.52,Good,G,1338
0.52,Very Good,G,1338
0.52,Premium,G,1338
0.52,Premium,G,1338
0.52,Good,F,1338
0.52,Premium,F,1338
0.56,Very Good,F,1338
0.52,Ideal,G,1338
0.5,Good,F,1339
0.57,Very Good,G,1340
0.56,Premium,G,1340
0.56,Ideal,F,1340
0.56,Very Good,G,1340
0.56,Ideal,G,1340
0.56,Good,F,1340
0.54,Ideal,E,1340
0.54,Ideal,E,1340
0.54,Ideal,E,1340
0.51,Fair,E,1340
0.51,Very Good,E,1340
0.51,Premium,E,1340
0.54,Premium,G,1340
0.53,Ideal,I,1341
0.52,Ideal,E,1341
0.68,Good,J,1341
0.6,Premium,H,1341
0.43,Ideal,G,1341
0.37,Ideal,F,1342
0.58,Ideal,D,1342
0.58,Ideal,D,1342
0.6,Ideal,I,1342
0.52,Very Good,G,1343
0.52,Very Good,E,1343
0.52,Very Good,E,1343
0.51,Ideal,E,1343
0.51,Ideal,E,1343
0.51,Ideal,E,1343
0.51,Very Good,E,1343
0.51,Good,G,1343
0.51,Ideal,E,1343
0.51,Ideal,E,1343
0.51,Very Good,E,1343
0.51,Ideal,E,1343
0.51,Good,E,1343
0.51,Good,G,1343
0.51,Premium,E,1343
0.51,Good,E,1343
0.51,Good,E,1343
0.51,Premium,G,1343
0.51,Good,E,1343
0.51,Very Good,G,1343
0.51,Very Good,H,1343
0.51,Ideal,G,1343
0.58,Ideal,G,1343
0.56,Ideal,I,1343
0.56,Ideal,H,1343
0.54,Very Good,D,1343
0.52,Premium,D,1344
0.46,Very Good,E,1345
0.62,Premium,G,1345
0.56,Ideal,G,1345
0.5,Very Good,F,1345
0.56,Ideal,G,1345
0.56,Premium,G,1345
0.54,Very Good,F,1346
0.57,Very Good,F,1346
0.54,Ideal,I,1346
0.58,Ideal,E,1346
0.52,Ideal,G,1346
0.51,Ideal,F,1346
0.51,Ideal,D,1346
0.55,Premium,J,1348
0.62,Very Good,F,1348
0.44,Ideal,G,1348
0.44,Ideal,G,1348
0.5,Good,E,1348
0.5,Fair,F,1348
0.5,Premium,E,1348
0.5,Very Good,H,1349
0.48,Very Good,E,1349
0.41,Very Good,D,1349
0.41,Premium,D,1349
0.52,Good,G,1349
0.5,Ideal,H,1349
0.4,Good,F,1349
0.54,Premium,F,1349
0.51,Good,D,1349
0.51,Premium,F,1349
0.53,Very Good,I,1350
0.54,Ideal,G,1350
0.54,Ideal,G,1350
0.52,Good,F,1350
0.6,Good,G,1350
0.42,Ideal,D,1350
0.42,Ideal,D,1350
0.8,Good,G,1350
0.5,Fair,G,1350
0.63,Premium,F,1351
0.5,Very Good,G,1351
0.5,Very Good,G,1351
0.5,Very Good,E,1351
0.53,Ideal,I,1351
0.4,Ideal,F,1351
0.49,Premium,E,1351
0.52,Ideal,G,1352
0.53,Good,D,1352
0.59,Ideal,J,1352
0.59,Ideal,I,1352
0.4,Ideal,D,1353
0.53,Ideal,H,1353
0.53,Ideal,H,1353
0.53,Ideal,H,1353
0.46,Ideal,H,1353
0.47,Good,F,1353
0.52,Very Good,F,1354
0.5,Very Good,D,1354
0.5,Very Good,D,1354
0.5,Very Good,E,1354
0.5,Premium,G,1354
0.5,Very Good,G,1354
0.4,Ideal,D,1354
0.51,Ideal,H,1354
0.51,Ideal,H,1354
0.52,Ideal,G,1354
0.5,Good,F,1354
0.55,Premium,F,1354
0.53,Good,E,1355
0.57,Ideal,I,1355
0.51,Ideal,E,1355
0.46,Premium,E,1355
0.59,Premium,G,1355
0.54,Very Good,F,1356
0.61,Very Good,I,1356
0.58,Ideal,D,1356
0.58,Ideal,D,1356
0.51,Ideal,E,1356
0.41,Premium,F,1356
0.41,Ideal,F,1356
0.41,Premium,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Premium,F,1356
0.41,Premium,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Ideal,F,1356
0.41,Ideal,D,1356
0.41,Premium,D,1356
0.41,Ideal,D,1356
0.41,Premium,D,1356
0.41,Ideal,D,1356
0.41,Premium,D,1356
0.54,Premium,G,1356
0.53,Premium,H,1356
0.54,Premium,E,1356
0.5,Very Good,F,1357
0.51,Very Good,E,1357
0.57,Ideal,E,1357
0.52,Ideal,I,1357
0.52,Good,F,1357
0.54,Very Good,E,1358
0.43,Ideal,F,1358
0.43,Ideal,F,1358
0.43,Ideal,F,1358
0.43,Very Good,F,1358
0.43,Premium,F,1358
0.43,Ideal,F,1358
0.55,Ideal,G,1358
0.45,Ideal,G,1358
0.45,Ideal,G,1358
0.45,Premium,D,1358
0.56,Fair,E,1358
0.4,Very Good,D,1359
0.53,Very Good,F,1359
0.53,Ideal,F,1359
0.53,Ideal,F,1359
0.61,Premium,F,1359
0.39,Ideal,G,1359
0.54,Ideal,H,1359
0.5,Ideal,E,1359
0.58,Ideal,E,1359
0.57,Ideal,D,1359
0.32,Ideal,E,1359
0.51,Ideal,D,1359
0.51,Ideal,D,1359
0.51,Premium,D,1359
0.51,Ideal,D,1359
0.51,Ideal,D,1359
0.51,Ideal,D,1359
0.51,Premium,H,1359
0.53,Ideal,F,1360
0.53,Ideal,F,1360
0.56,Very Good,G,1361
0.54,Premium,E,1361
0.54,Good,H,1361
0.54,Good,H,1361
0.59,Good,F,1361
0.51,Good,E,1361
0.59,Very Good,E,1362
0.71,Fair,J,1362
0.5,Good,H,1362
0.39,Premium,E,1362
0.39,Premium,G,1362
0.51,Very Good,E,1363
0.55,Premium,H,1363
0.55,Ideal,D,1363
0.52,Very Good,J,1363
0.41,Ideal,E,1363
0.41,Ideal,E,1363
0.51,Good,D,1363
0.53,Good,G,1363
0.53,Ideal,F,1363
0.53,Good,F,1363
0.53,Good,F,1363
0.53,Ideal,F,1363
0.5,Premium,D,1363
0.53,Fair,E,1363
0.53,Premium,G,1363
0.41,Very Good,D,1364
0.57,Good,G,1364
0.57,Ideal,G,1364
0.57,Good,F,1364
0.57,Good,G,1364
0.57,Very Good,F,1364
0.62,Ideal,F,1364
0.32,Premium,H,505
0.32,Ideal,H,505
0.32,Premium,H,505
0.32,Very Good,H,505
0.36,Very Good,I,505
0.32,Premium,I,505
0.32,Ideal,H,505
0.36,Premium,E,505
0.32,Good,I,505
0.26,Very Good,E,506
0.33,Ideal,G,506
0.3,Premium,F,506
0.3,Premium,I,506
0.3,Premium,I,506
0.3,Premium,F,506
0.3,Very Good,F,506
0.3,Very Good,F,506
0.3,Premium,F,506
0.3,Very Good,F,506
0.3,Ideal,J,506
0.3,Premium,J,506
0.3,Premium,J,506
0.3,Premium,J,506
0.3,Premium,J,506
0.3,Very Good,J,506
0.3,Premium,J,506
0.3,Very Good,J,506
0.3,Premium,J,506
0.3,Good,J,506
0.3,Premium,J,506
0.55,Ideal,D,1364
0.55,Premium,E,1364
0.42,Very Good,E,1365
0.47,Ideal,I,1365
0.51,Ideal,H,1365
0.56,Ideal,F,1365
0.5,Good,E,1365
0.53,Very Good,G,1367
0.5,Ideal,I,1367
0.46,Premium,F,1367
0.41,Ideal,E,1367
0.41,Ideal,E,1367
0.41,Ideal,E,1367
0.41,Ideal,G,1367
0.41,Premium,E,1367
0.41,Very Good,E,1367
0.41,Premium,E,1367
0.41,Ideal,E,1367
0.41,Ideal,E,1367
0.41,Ideal,G,1367
0.41,Ideal,E,1367
0.41,Ideal,G,1367
0.41,Ideal,G,1367
0.41,Ideal,G,1367
0.41,Ideal,E,1367
0.55,Ideal,I,1367
0.5,Fair,G,1367
0.6,Fair,F,1367
0.6,Good,F,1367
0.48,Fair,G,1367
0.55,Very Good,F,1368
0.36,Very Good,E,1368
0.39,Ideal,F,1368
0.61,Ideal,E,1368
0.54,Ideal,G,1368
0.54,Ideal,G,1368
0.55,Ideal,F,1368
0.55,Very Good,D,1368
0.55,Very Good,D,1368
0.55,Ideal,D,1368
0.5,Ideal,D,1368
0.58,Ideal,I,1369
0.52,Premium,E,1369
0.52,Very Good,E,1369
0.52,Very Good,G,1369
